Filename,Dataset,Shape_X,Shape_Y,Shape_Z,Spacing_X,Spacing_Y,Spacing_Z,Voxel_Count,Positive_Voxels,Positive_Ratio,HU_Min,HU_Max,HU_Mean,HU_STD,Mask_Labels,Affine_Determinant,Empty_Mask
BHSD_0127.nii.gz,BHSD,512,512,30,0.48828125,0.48828125,5.201477,7864320,298,3.7892659505208334e-05,-1024.0,2498.999953404069,-594.0364334359164,567.6241769287915,"0,1",-1.2401287527748728,False
BHSD_0128.nii.gz,BHSD,512,512,36,0.488281,0.488281,5.0,9437184,12309,0.001304308573404948,-2048.0,3071.000014066696,-853.0837387160061,813.6235367757795,"0,1",-1.1920917313548784,False
BHSD_0129.nii.gz,BHSD,512,512,32,0.48828125,0.48828125,5.431885,8388608,11365,0.001354813575744629,-1024.0,1871.9999993257225,-627.9691914043973,549.8271048473454,"0,1",-1.2950622911046192,False
BHSD_0130.nii.gz,BHSD,512,512,30,0.40234375,0.40234375,5.0,7864320,142264,0.018089803059895833,-1022.0,1761.9999993517995,-447.15361172620527,603.2371650203154,"0,1",-0.8094024658203125,False
BHSD_0131.nii.gz,BHSD,512,512,38,0.488281,0.488281,2.576538,9961472,684,6.866455078125e-05,-3024.0001220703125,2080.0001208782196,-1018.1363741836396,1178.3313285751806,"0,1",-0.6142939261373198,False
BHSD_0132.nii.gz,BHSD,512,512,24,0.48828125,0.48828125,6.42688,6291456,17224,0.0027376810709635415,-1024.0,1824.9999840781093,-592.9812392338014,553.1546330890529,"0,1",-1.5322874703910152,False
BHSD_0133.nii.gz,BHSD,512,512,33,0.48828125,0.48828125,5.0,8650752,40124,0.004638209487452652,-1024.0,1775.9999993480742,-587.8001444502679,554.4027091269486,"0,1",-1.1920928955078125,False
BHSD_0134.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.4519997,8388608,287,3.421306610107422e-05,-2047.9999384880066,2055.9999384880066,-813.2774364174461,899.6989169548533,"0,1",-1.2998569119522232,False
BHSD_0135.nii.gz,BHSD,512,512,32,0.48828125,0.48828125,5.320801,8388608,120,1.430511474609375e-05,-1024.0,1920.9999840557575,-599.8222900940556,554.2382205286851,"0,1",-1.2685777296300091,False
BHSD_0136.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.243,8388608,44830,0.0053441524505615234,-2047.9999618530273,2148.9999608770013,-846.0552890311537,834.273139943708,"0,1",-1.250027362421235,False
BHSD_0137.nii.gz,BHSD,512,512,32,0.398438,0.398438,5.142,8388608,13296,0.0015850067138671875,-2047.9999771118164,2114.999976143241,-731.6931188135756,911.0727700172962,"0,1",-0.8163072239179041,False
BHSD_0138.nii.gz,BHSD,512,512,32,0.49475098,0.49475098,5.0,8388608,49401,0.0058890581130981445,-1024.0,28011.000313669443,-576.5448331580717,617.1866090218942,"0,1",-1.2238926440477371,False
BHSD_0139.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.0,8388608,14543,0.0017336606979370117,-2048.0,3071.000014066696,-823.1206107697489,873.3192996401907,"0,1",-1.1920917313548784,False
BHSD_0140.nii.gz,BHSD,512,512,32,0.48828125,0.48828125,5.586975,8388608,7253,0.0008646249771118164,-1024.0,2258.9999534599483,-626.7696873440566,543.4407643506307,"0,1",-1.3320387393985849,False
BHSD_0141.nii.gz,BHSD,512,512,38,0.48828125,0.48828125,5.0,9961472,4959,0.0004978179931640625,-1022.9999389648438,2453.999983932823,-572.9505107554558,552.6073578466376,"0,1",-1.1920928955078125,False
BHSD_0142.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.0,8388608,24460,0.0029158592224121094,-2048.0,3071.000014066696,-826.526493046449,836.7040973636522,"0,1",-1.1920917313548784,False
BHSD_0143.nii.gz,BHSD,512,512,42,0.49475098,0.49475098,5.0,11010048,54388,0.004939851306733631,-1024.0,25333.0001617074,-580.5662673837783,550.1748455979757,"0,1",-1.2238926440477371,False
BHSD_0144.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.4729996,8388608,1478,0.0001761913299560547,-2047.9999079704285,2059.9999079704285,-781.555320322124,857.2815321034187,"0,1",-1.3048634371193493,False
BHSD_0145.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.215,8388608,61195,0.007295012474060059,-2048.0,3071.000014066696,-858.2288790903256,946.874979095087,"0,1",-1.2433516272180967,False
BHSD_0146.nii.gz,BHSD,512,512,32,0.48828125,0.48828125,5.0,8388608,35480,0.004229545593261719,-1021.9999389648438,2487.9999686665833,-652.0150207254555,526.1721572438851,"0,1",-1.1920928955078125,False
BHSD_0147.nii.gz,BHSD,512,512,33,0.48828125,0.48828125,5.0,8650752,15110,0.0017466689601089015,-1023.9999694824219,2018.9999840334058,-567.7965182063579,581.1770980657847,"0,1",-1.1920928955078125,False
BHSD_0148.nii.gz,BHSD,512,512,40,0.488281,0.488281,2.6599998,10485760,30001,0.0028611183166503905,-3023.999885559082,3070.9998841434717,-1074.3980919467567,1136.4692464264406,"0,1",-0.6341927024121108,False
BHSD_0149.nii.gz,BHSD,512,512,30,0.48828125,0.48828125,5.431885,7864320,80976,0.010296630859375,-1024.0000305175781,1804.0000298582017,-584.608720249678,556.3458220102326,"0,1",-1.2950622911046192,False
BHSD_0150.nii.gz,BHSD,512,512,36,0.44335938,0.44335938,5.0,9437184,9935,0.001052750481499566,-1024.0000305175781,1644.0000298954546,-473.2570641624804,570.0219628265407,"0,1",-0.9828376770019531,False
BHSD_0151.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.0,8388608,9584,0.0011425018310546875,-2048.0000381469727,2027.0000371970236,-702.2091706693964,890.0302166047296,"0,1",-1.1920917313548784,False
BHSD_0152.nii.gz,BHSD,512,512,28,0.488281,0.488281,5.5629997,7340032,24464,0.0033329554966517855,-2048.0000534057617,1897.000052485615,-839.2998227582815,871.3565956952929,"0,1",-1.3263212809775207,False
BHSD_0153.nii.gz,BHSD,512,512,38,0.494863,0.494863,5.0,9961472,71290,0.007156572843852796,-33473.99914550781,30384.99908488989,-590.3012960816092,553.2743121047015,"0,1",-1.2244469611273745,False
BHSD_0154.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.304001,8388608,180149,0.02147543430328369,-2048.0001220703125,2993.0001056343317,-792.7410927440541,844.6289227230491,"0,1",-1.2645710597634807,False
BHSD_0155.nii.gz,BHSD,512,512,30,0.48828125,0.48828125,5.0094843,7864320,10555,0.0013421376546223958,-1024.0,1855.0000145882368,-600.7583411030205,559.2586666064425,"0,1",-1.1943540947090197,False
BHSD_0156.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.1210003,8388608,51369,0.006123661994934082,-2048.0000371932983,2075.000038139522,-797.436585421688,877.6135226013308,"0,1",-1.220940288523983,False
BHSD_0157.nii.gz,BHSD,512,512,36,0.488281,0.488281,5.0,9437184,2504,0.00026533338758680556,-2048.0,3071.000014066696,-788.7656758240676,870.8643913872932,"0,1",-1.1920917313548784,False
BHSD_0158.nii.gz,BHSD,512,512,32,0.48828125,0.48828125,5.431885,8388608,10990,0.001310110092163086,-1000.0000305175781,1957.0000145696104,-573.3552696051048,588.9592260943396,"0,1",-1.2950622911046192,False
BHSD_0159.nii.gz,BHSD,512,512,30,0.48828125,0.48828125,5.431885,7864320,1737,0.0002208709716796875,-1024.0000305175781,1883.0000450983644,-494.1985001779755,652.5542582600973,"0,1",-1.2950622911046192,False
BHSD_0160.nii.gz,BHSD,512,512,38,0.488281,0.488281,2.6362305,9961472,969,9.72747802734375e-05,-3023.999885559082,3070.9998841434717,-1032.388563996642,1195.5085924249,"0,1",-0.628525662750372,False
BHSD_0161.nii.gz,BHSD,512,512,32,0.49475098,0.49475098,5.0,8388608,86790,0.010346174240112305,-1023.9999389648438,2261.9999687187374,-602.4957194355616,566.1346742517125,"0,1",-1.2238926440477371,False
BHSD_0162.nii.gz,BHSD,512,512,35,0.5136719,0.5136719,5.0,9175040,732,7.978166852678572e-05,-1023.9999694824219,1732.9999535828829,-608.287921056234,523.2955881323377,"0,1",-1.3192939758300781,False
BHSD_0163.nii.gz,BHSD,512,512,28,0.488281,0.488281,5.3740005,7340032,4418,0.0006019047328404018,-2048.0000610351562,2936.0000598728657,-792.482001477093,911.3121645752757,"0,1",-1.28126032962295,False
BHSD_0164.nii.gz,BHSD,512,512,34,0.49475098,0.49475098,5.0,8912896,23356,0.0026204726275275737,-1024.0,21976.000604987144,-590.8403510660634,567.3644111781766,"0,1",-1.2238926440477371,False
BHSD_0165.nii.gz,BHSD,512,512,36,0.48828125,0.48828125,5.0,9437184,119,1.2609693739149305e-05,-1024.0000610351562,2424.0000602304935,-547.6860238270261,564.8492998695747,"0,1",-1.1920928955078125,False
BHSD_0166.nii.gz,BHSD,512,512,40,0.488281,0.488281,2.571,10485760,13629,0.0012997627258300782,-3023.999885559082,3070.9998841434717,-1030.3220479694066,1162.0418288142862,"0,1",-0.612973644301077,False
BHSD_0167.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.093584,8388608,47599,0.005674242973327637,-3023.9999389648438,2069.9999682977796,-1135.1839316367623,1227.2114945940293,"0,1",-1.2144040760574268,False
BHSD_0168.nii.gz,BHSD,512,512,33,0.48828125,0.48828125,5.0,8650752,504,5.826083096590909e-05,-1022.9999389648438,1751.9999535791576,-576.8049516774811,570.9779171800686,"0,1",-1.1920928955078125,False
BHSD_0169.nii.gz,BHSD,512,512,30,0.48828125,0.48828125,5.288086,7864320,1052,0.00013376871744791668,-1024.0000610351562,1897.000045094639,-600.1544666247363,549.1825040954246,"0,1",-1.2607778573405524,False
BHSD_0170.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.0940003,8388608,50163,0.00597989559173584,-2048.0,3071.000014066696,-858.6270911090551,818.3805764656612,"0,1",-1.214503330039146,False
BHSD_0171.nii.gz,BHSD,512,512,40,0.488281,0.488281,2.7939987,10485760,5224,0.000498199462890625,-3023.999885559082,3070.9998841434717,-1005.7007421209634,1195.0830684679534,"0,1",-0.6661405639794885,False
BHSD_0172.nii.gz,BHSD,512,512,36,0.488281,0.488281,5.257,9437184,39454,0.0041806962754991316,-2047.9999613761902,2036.9999613799155,-835.6775493682518,839.2986682704217,"0,1",-1.2533652373303512,False
BHSD_0173.nii.gz,BHSD,512,512,28,0.488281,0.488281,5.373932,7340032,29054,0.0039582933698381695,-2048.0000228881836,1837.000021982938,-959.9602854343323,919.1590036643427,"0,1",-1.2812439473068302,False
BHSD_0174.nii.gz,BHSD,512,512,30,0.488281,0.488281,5.3926773,7864320,88215,0.011217117309570312,-3024.0000915527344,2277.000075057149,-1009.290919760764,1190.129376120234,"0,1",-1.285713056253528,False
BHSD_0175.nii.gz,BHSD,512,512,30,0.48828125,0.48828125,5.14209,7864320,3889,0.0004945119222005208,-1024.0,1838.0000298507512,-623.2243119014471,540.8935039878387,"0,1",-1.2259697134324952,False
BHSD_0176.nii.gz,BHSD,512,512,36,0.488281,0.488281,5.0429993,9437184,34884,0.003696441650390625,-2048.0,3071.000014066696,-831.5223072320183,863.9543761428305,"0,1",-1.2023435726109206,False
BHSD_0177.nii.gz,BHSD,512,512,32,0.48632812,0.48632812,5.5168457,8388608,11282,0.001344919204711914,-1024.0000610351562,1849.000045105815,-626.8858988544387,546.4928146652015,"0,1",-1.30481706803313,False
BHSD_0178.nii.gz,BHSD,512,512,34,0.49475098,0.49475098,5.0,8912896,2309,0.0002590628231272978,-33504.00048828125,30695.00036650896,-514.9985702860241,658.0511714254906,"0,1",-1.2238926440477371,False
BHSD_0179.nii.gz,BHSD,512,512,32,0.371094,0.371094,5.0,8388608,19779,0.0023578405380249023,-2048.0000915527344,2675.0001057088375,-614.2963777992487,963.5543451206726,"0,1",-0.6885537412020425,False
BHSD_0180.nii.gz,BHSD,512,512,38,0.49475098,0.49475098,5.0,9961472,42921,0.0043087005615234375,-1024.0,22852.00090995431,-525.2719514989916,611.767411199455,"0,1",-1.2238926440477371,False
BHSD_0181.nii.gz,BHSD,512,512,39,0.48828125,0.48828125,5.0,10223616,30579,0.002991016094501202,-1024.0,2732.000060159713,-594.1341246741823,556.8876623800254,"0,1",-1.1920928955078125,False
BHSD_0182.nii.gz,BHSD,512,512,38,0.49475098,0.49475098,5.0,9961472,104301,0.010470440513209292,-1024.0,23892.000665575266,-561.9453263259496,604.3859231346959,"0,1",-1.2238926440477371,False
BHSD_0183.nii.gz,BHSD,512,512,28,0.488281,0.488281,5.215,7340032,42235,0.005754062107631138,-2048.0,3071.000014066696,-847.3326917210676,836.1219839495465,"0,1",-1.2433516272180967,False
BHSD_0184.nii.gz,BHSD,512,512,34,0.48828125,0.48828125,5.0,8912896,6880,0.0007719152113970588,-1024.0,1742.000029873103,-601.0106425838131,531.3176691347984,"0,1",-1.1920928955078125,False
BHSD_0185.nii.gz,BHSD,512,512,32,0.51953125,0.51953125,5.4731445,8388608,28383,0.0033835172653198242,-1024.0,2975.9999990686774,-581.321795158226,567.9337987817519,"0,1",-1.4772712249488749,False
BHSD_0186.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.3926697,8388608,28120,0.0033521652221679688,-3024.0001220703125,3072.0001206472516,-1058.0892557818713,1192.249277828289,"0,1",-1.2857112195993887,False
BHSD_0187.nii.gz,BHSD,512,512,34,0.46679688,0.46679688,5.0,8912896,862,9.671379538143382e-05,-1024.0,1951.999999307096,-598.5519385489289,580.7526827087875,"0,1",-1.0894966125488281,False
BHSD_0188.nii.gz,BHSD,512,512,36,0.488281,0.488281,2.6959991,9437184,77903,0.008254898918999566,-3023.9998931884766,2685.999891862273,-1046.0063054442612,1161.1280834105676,"0,1",-0.6427755982280923,False
BHSD_0189.nii.gz,BHSD,512,512,32,0.488281,0.488281,5.2580004,8388608,70459,0.008399367332458496,-2048.0,3071.000014066696,-851.1894523537037,826.9772276152898,"0,1",-1.2536037154755826,False
BHSD_0190.nii.gz,BHSD,512,512,29,0.40429688,0.40429688,5.0,7602176,64730,0.008514667379445043,-1023.0,2367.0000297278166,-505.91635439729134,571.3685233497185,"0,1",-0.8172798156738281,False
BHSD_0191.nii.gz,BHSD,512,512,28,0.488281,0.488281,5.3926735,7340032,9718,0.001323972429547991,-3024.0001220703125,3072.0001206472516,-954.6388360796343,1252.1623339009818,"0,1",-1.2857121906306972,False
BHSD_0192.nii.gz,BHSD,512,512,32,0.48828125,0.48828125,5.0,8388608,1223,0.00014579296112060547,-1024.0,1822.0000298544765,-592.4546871985162,592.695970780746,"0,1",-1.1920928955078125,False
CQ500_0001.nii.gz,CQ500,512,512,224,0.464844,0.46484396,0.63124216,58720256,23118,0.0003936971936907087,-3023.999885559082,3070.9998841434717,-1040.749097393566,1168.2829140828214,"0,1",-0.13507133570884408,False
CQ500_0002.nii.gz,CQ500,512,512,256,0.496094,0.49609387,0.68415684,67108864,2930417,0.04366661608219147,-3023.999885559082,3070.9998841434717,-1028.7786208666184,1169.0482950318215,"0,1",-0.15382026169251362,False
CQ500_0003.nii.gz,CQ500,512,512,272,0.46875,0.46875006,0.63031733,71303168,33167,0.00046515464782714844,-3023.999885559082,3070.9998841434717,-1113.1524813151314,1240.2731572162343,"0,1",-0.13731261024266525,False
CQ500_0004.nii.gz,CQ500,512,512,288,0.488281,0.48828092,0.6278188,75497472,3891,5.153814951578776e-05,-3023.999885559082,3070.9998841434717,-991.48172287306,1215.9023657034159,"0,1",-0.14899438163162412,False
CQ500_0005.nii.gz,CQ500,512,512,32,0.625,0.62500024,5.164516,8388608,2079,0.0002478361129760742,-3023.999885559082,3070.9998841434717,-1290.738204794005,1140.9246257049326,"0,1",-1.9531312577960593,False
CQ500_0006.nii.gz,CQ500,512,512,233,0.464844,0.464844,0.625,61079552,197641,0.0032357964904523202,-3023.999885559082,3070.9998841434717,-1007.5030365304691,1202.9163111609257,"0,1",-0.1350499584805576,False
CQ500_0007.nii.gz,CQ500,512,512,244,0.441406,0.441406,0.625,63963136,23186,0.0003624900442654969,-3023.999885559082,3070.9998841434717,-1029.414656147809,1171.3770061084572,"0,1",-0.12177454191263591,False
CQ500_0008.nii.gz,CQ500,512,512,256,0.474609,0.474609,0.62500393,67108864,156553,0.002332821488380432,-3023.999885559082,3070.9998841434717,-1068.0801443271316,1147.8915110403332,"0,1",-0.14078444305324633,False
CQ500_0009.nii.gz,CQ500,512,512,220,0.482422,0.482422,0.6250046,57671680,138016,0.0023931329900568183,-3023.999885559082,3070.9998841434717,-972.3725939588677,1183.2017172923197,"0,1",-0.14545793094279377,False
CQ500_0010.nii.gz,CQ500,512,512,256,0.525391,0.5253909,0.63668627,67108864,39091,0.0005825012922286987,-3023.999885559082,3070.9998841434717,-1063.4365393206742,1173.6020440926047,"0,1",-0.17251912094708718,False
CQ500_0011.nii.gz,CQ500,512,512,32,0.501953,0.5019532,5.164516,8388608,30387,0.00362241268157959,-3023.999885559082,3070.9998841434717,-1054.0612675168472,1144.2137082595311,"0,1",-1.2597880995657795,False
CQ500_0012.nii.gz,CQ500,512,512,256,0.488281,0.48828116,0.6651255,67108864,236255,0.003520473837852478,-3023.999885559082,3070.9998841434717,-1065.8437418835251,1161.6390491548,"0,1",-0.1490147428174567,False
CQ500_0013.nii.gz,CQ500,512,512,243,0.490234,0.490234,0.625,63700992,26758,0.000420056252813143,-3023.9999084472656,2236.9998919665813,-1028.642577842015,1189.0264897698053,"0,1",-0.15020585160537223,False
CQ500_0014.nii.gz,CQ500,512,512,352,0.488281,0.488281,0.62500286,92274688,45845,0.0004968318072232333,-3023.999885559082,3070.9998841434717,-1076.3329084413206,1158.1836112526914,"0,1",-0.14901214853972,False
CQ500_0015.nii.gz,CQ500,512,512,256,0.46875,0.46875,0.62500393,67108864,17626,0.0002626478672027588,-3024.0001220703125,2048.00012088567,-986.3863293888066,1196.206031678694,"0,1",-0.13732996594626456,False
CQ500_0016.nii.gz,CQ500,512,512,224,0.460938,0.46093807,0.6290628,58720256,392971,0.006692256246294294,-3023.999885559082,3070.9998841434717,-1026.7447474643818,1173.5071472087197,"0,1",-0.1327939715504771,False
CQ500_0017.nii.gz,CQ500,512,512,256,0.488281,0.4882809,0.6296902,67108864,3647,5.43445348739624e-05,-3023.999885559082,3070.9998841434717,-1011.501506013495,1191.2966461016817,"0,1",-0.14901061573011756,False
CQ500_0018.nii.gz,CQ500,512,512,256,0.447266,0.44726622,0.62593335,67108864,48791,0.000727042555809021,-3023.999885559082,3070.9998841434717,-985.7887215640878,1194.589416300189,"0,1",-0.1250444682044108,False
CQ500_0019.nii.gz,CQ500,512,512,224,0.488281,0.48828104,0.6553453,58720256,124046,0.002112490790230887,-3023.9999084472656,2298.9999224692583,-1030.2754135165828,1172.1834396584968,"0,1",-0.1490147912332027,False
CQ500_0020.nii.gz,CQ500,512,512,32,0.488281,0.48828095,5.049226,8388608,462,5.507469177246094e-05,-3024.0000076293945,3215.0000061765313,-1044.889462375939,1170.5003475673323,"0,1",-1.192112412897237,False
CQ500_0021.nii.gz,CQ500,512,512,325,0.615234,0.615234,0.5,85196800,443951,0.005210888202373798,-1024.0000610351562,2009.000045068562,-728.1224914719772,513.4485591215965,"0,1",-0.18925644806592604,False
CQ500_0022.nii.gz,CQ500,512,512,240,0.445312,0.44531193,0.636569,62914560,49341,0.0007842540740966797,-3023.999885559082,3070.9998841434717,-999.8463238803407,1190.090134170309,"0,1",-0.12391411415447282,False
CQ500_0023.nii.gz,CQ500,512,512,240,0.488281,0.488281,0.6250042,62914560,360745,0.005733887354532878,-3023.999885559082,3070.9998841434717,-1191.886241047873,1229.7160376698214,"0,1",-0.14901246117821842,False
CQ500_0024.nii.gz,CQ500,512,512,224,0.488281,0.48828122,0.6389641,58720256,138631,0.0023608718599591938,-3024.0,2415.0000139921904,-1055.8158164285953,1164.2858756309063,"0,1",-0.149011817474199,False
CQ500_0025.nii.gz,CQ500,512,512,288,0.521484,0.521484,0.62500346,75497472,243031,0.003219061427646213,-3023.999885559082,3070.9998841434717,-1055.5290016577294,1162.8521572495652,"0,1",-0.16996692786885442,False
CQ500_0026.nii.gz,CQ500,512,512,32,0.488281,0.48828104,5.121484,8388608,7573,0.0009027719497680664,-3023.9999237060547,2649.999922387302,-1031.1193626991046,1174.2479511679378,"0,1",-1.1921117308147628,False
CQ500_0027.nii.gz,CQ500,512,512,240,0.488281,0.488281,0.6250042,62914560,42393,0.0006738185882568359,-3023.999885559082,3070.9998841434717,-1174.539074669243,1218.2147406799586,"0,1",-0.14901246117821842,False
CQ500_0028.nii.gz,CQ500,512,512,256,0.482422,0.4824219,0.6278196,67108864,472071,0.007034406065940857,-3023.999885559082,3070.9998841434717,-1056.5886979418426,1235.408479698524,"0,1",-0.14544036391058282,False
CQ500_0029.nii.gz,CQ500,512,512,51,0.488281,0.488281,3.0,13369344,9906,0.0007409488453584559,-1024.0,2609.999968636781,-622.4268014596763,555.1367429204421,"0,1",-0.7152550388129272,False
CQ500_0030.nii.gz,CQ500,512,512,256,0.507812,0.5078119,0.6296902,67108864,95113,0.0014172941446304321,-3023.999885559082,3070.9998841434717,-1090.058165578196,1140.5828291992646,"0,1",-0.16116973690513572,False
CQ500_0031.nii.gz,CQ500,512,512,240,0.488281,0.48828116,0.6378117,62914560,5195,8.257230122884114e-05,-3023.999885559082,3070.9998841434717,-1081.56936685157,1154.1608624646442,"0,1",-0.14901328699306035,False
CQ500_0032.nii.gz,CQ500,512,512,256,0.488281,0.48828095,0.6265294,67108864,201970,0.003009587526321411,-3023.999885559082,3070.9998841434717,-1041.4141029954299,1161.2404538481442,"0,1",-0.14901221676981657,False
CQ500_0033.nii.gz,CQ500,512,512,288,0.490234,0.490234,0.62500346,75497472,2074,2.7471118503146703e-05,-3023.999885559082,3070.9998841434717,-1075.1032006549244,1145.8292287611314,"0,1",-0.15020668244065677,False
CQ500_0034.nii.gz,CQ500,512,512,288,0.5625,0.56250006,0.63193727,75497472,316678,0.004194551044040256,-3023.999885559082,3070.9998841434717,-1121.3035432652362,1111.9825146740227,"0,1",-0.19775266227309451,False
CQ500_0035.nii.gz,CQ500,512,512,288,0.541016,0.5410159,0.6366864,75497472,99550,0.0013185871971978082,-3023.999885559082,3070.9998841434717,-1125.8839503933377,1119.6151686428195,"0,1",-0.18293308037221265,False
CQ500_0036.nii.gz,CQ500,512,512,261,0.445312,0.445312,0.625,68419584,343546,0.005021164700446001,-3023.999885559082,3070.9998841434717,-979.9338042486883,1197.9506224836923,"0,1",-0.12393923214419955,False
CQ500_0037.nii.gz,CQ500,512,512,233,0.488281,0.488281,0.625,61079552,753741,0.012340316445019112,-3023.999885559082,3070.9998841434717,-1051.035086568462,1168.2368301473043,"0,1",-0.14901146641935978,False
CQ500_0038.nii.gz,CQ500,512,512,240,0.441406,0.441406,0.625,62914560,49719,0.000790262222290039,-3023.999885559082,3070.9998841434717,-1001.9834954237563,1186.0855319024718,"0,1",-0.12177454191263591,False
CQ500_0039.nii.gz,CQ500,512,512,224,0.488281,0.4882808,0.6694664,58720256,433937,0.0073899030685424805,-3023.999885559082,3070.9998841434717,-1034.184398141543,1184.4199356019135,"0,1",-0.14901156400867413,False
CQ500_0040.nii.gz,CQ500,512,512,288,0.488281,0.48828116,0.645561,75497472,208042,0.002755615446302626,-3023.999885559082,3070.9998841434717,-1045.5711236504242,1184.2067830171811,"0,1",-0.14901112502633154,False
CQ500_0041.nii.gz,CQ500,512,512,237,0.451172,0.451172,0.625,62128128,11669,0.00018782152908260812,-3024.0000610351562,2280.00005979836,-956.1203201480063,1216.9668267114423,"0,1",-0.127222605224242,False
CQ500_0042.nii.gz,CQ500,512,512,288,0.488281,0.48828107,0.6290348,75497472,218494,0.002894057167900933,-3023.999885559082,3070.9998841434717,-997.6608626395623,1193.5028147993187,"0,1",-0.14900940518797925,False
CQ500_0043.nii.gz,CQ500,512,512,256,0.488281,0.48828104,0.63040394,67108864,24718,0.00036832690238952637,-3023.999885559082,3070.9998841434717,-1013.2823352940343,1173.1673426088698,"0,1",-0.14901404901968013,False
CQ500_0044.nii.gz,CQ500,512,512,256,0.488281,0.48828104,0.63040394,67108864,73091,0.001089140772819519,-3023.999885559082,3070.9998841434717,-1001.8865769507048,1187.1402732431027,"0,1",-0.14901404901968013,False
CQ500_0045.nii.gz,CQ500,512,512,58,0.607422,0.6074221,3.0,15204352,150691,0.009911043890591326,-1024.0,2524.000060208142,-726.5921117856291,517.1405856942362,"0,1",-1.090732766754421,False
CQ500_0046.nii.gz,CQ500,512,512,48,0.552734,0.552734,3.0,12582912,135639,0.010779619216918945,-1024.0000305175781,2045.0000145435333,-723.0144393924634,474.07049521866884,"0,1",-0.9165446818810069,False
CQ500_0047.nii.gz,CQ500,512,512,32,0.535156,0.5351562,5.1024837,8388608,23910,0.0028502941131591797,-3024.0001068115234,2721.000120729208,-1106.7358402993618,1115.2338873311473,"0,1",-1.4319744913794117,False
CQ500_0048.nii.gz,CQ500,512,512,53,0.488281,0.48828104,3.0,13893632,131723,0.009480818262640035,-1024.0,2321.999968703836,-590.198025071428,563.8226540354615,"0,1",-0.7107975710762489,False
CQ500_0049.nii.gz,CQ500,512,512,256,0.513672,0.5136718,0.6694667,67108864,33251,0.0004954785108566284,-3023.999885559082,3070.9998841434717,-1145.6646678173174,1089.2676797881325,"0,1",-0.1649120103147056,False
CQ500_0050.nii.gz,CQ500,512,512,288,0.501953,0.501953,0.6427526,75497472,10058,0.00013322300381130644,-3023.999885559082,3070.9998841434717,-1048.1067398120908,1150.915562717892,"0,1",-0.15747133414144418,False
CQ500_0051.nii.gz,CQ500,512,512,233,0.451172,0.451172,0.625,61079552,70268,0.00115043410927441,-3023.999885559082,3070.9998841434717,-962.0738424255338,1221.9162930225032,"0,1",-0.127222605224242,False
PHYSIO_0001.nii.gz,PHYSIO,512,512,39,0.41210938,0.41210938,5.0,10223616,6178,0.0006042871719751603,-1024.0,2913.9999685660005,-497.7596661950643,591.2108800505519,"0,1",-0.8491706848144531,False
PHYSIO_0002.nii.gz,PHYSIO,512,512,32,0.3515625,0.3515625,5.0,8388608,7073,0.0008431673049926758,-1020.9999694824219,1942.9999687932432,-594.4841303924734,509.6246706182968,"0,1",-0.6179809570312499,False
PHYSIO_0003.nii.gz,PHYSIO,512,512,46,0.41210938,0.41210938,5.0,12058624,38667,0.003206584764563519,-1014.0,3046.0000600889325,-581.269212663823,546.6604601059322,"0,1",-0.8491706848144531,False
PHYSIO_0004.nii.gz,PHYSIO,512,512,35,0.390625,0.390625,5.0,9175040,6738,0.0007343837193080357,-1018.0,3071.000105857849,-582.1339833678414,540.0587707170739,"0,1",-0.7629394531249999,False
PHYSIO_0005.nii.gz,PHYSIO,512,512,35,0.47265625,0.47265625,5.0,9175040,6845,0.0007460457938058036,-1023.9999389648438,2805.9999685920775,-508.9217472763482,592.5217008463933,"0,1",-1.1170196533203123,False
PHYSIO_0006.nii.gz,PHYSIO,512,512,33,0.43945312,0.43945312,5.0,8650752,0,0.0,-1024.0,2114.999953493476,-522.5274444200563,615.8418162393206,0,-0.965595245361328,True
PHYSIO_0007.nii.gz,PHYSIO,512,512,56,0.42382812,0.42382812,5.0,14680064,0,0.0,-1024.0,3071.0000143051147,-592.6959608044946,538.9207016459249,0,-0.8981513977050781,True
PHYSIO_0008.nii.gz,PHYSIO,512,512,40,0.45898438,0.45898438,5.0,10485760,0,0.0,-1017.9999389648438,2412.9999534264207,-605.1805441170195,532.6415940820629,0,-1.053333282470703,True
PHYSIO_0009.nii.gz,PHYSIO,512,512,43,0.44140625,0.44140625,5.0,11272192,0,0.0,-1023.9999389648438,2820.9999838471413,-546.5669765261327,578.0844841781686,0,-0.9741973876953124,True
PHYSIO_0010.nii.gz,PHYSIO,512,512,38,0.42578125,0.42578125,5.0,9961472,279,2.8007908871299342e-05,-1024.0,2913.9999685660005,-485.2779892351893,578.337640300695,"0,1",-0.9064483642578125,False
