Filename,Dataset,Shape,Spacing,Shape_OK,Affine_OK,Binary_OK,Positive_Voxels
CQ500_0045.nii.gz,CQ500,"(512, 512, 58)","(0.607422, 0.6074221, 3.0)",True,False,True,150691
CQ500_0046.nii.gz,CQ500,"(512, 512, 48)","(0.552734, 0.552734, 3.0)",True,True,True,135639
CQ500_0047.nii.gz,CQ500,"(512, 512, 32)","(0.535156, 0.5351562, 5.1024837)",True,False,True,23910
CQ500_0048.nii.gz,CQ500,"(512, 512, 53)","(0.488281, 0.48828104, 3.0)",True,False,True,131723
CQ500_0049.nii.gz,CQ500,"(512, 512, 256)","(0.513672, 0.5136718, 0.6694667)",True,True,True,33251
CQ500_0050.nii.gz,CQ500,"(512, 512, 288)","(0.501953, 0.501953, 0.6427526)",True,True,True,10058
CQ500_0051.nii.gz,CQ500,"(512, 512, 233)","(0.451172, 0.451172, 0.625)",True,True,True,70268
PHYSIO_0001.nii.gz,PHYSIO,"(512, 512, 39)","(0.41210938, 0.41210938, 5.0)",True,True,True,6178
PHYSIO_0002.nii.gz,PHYSIO,"(512, 512, 32)","(0.3515625, 0.3515625, 5.0)",True,True,True,7073
PHYSIO_0003.nii.gz,PHYSIO,"(512, 512, 46)","(0.41210938, 0.41210938, 5.0)",True,True,True,38667
PHYSIO_0004.nii.gz,PHYSIO,"(512, 512, 35)","(0.390625, 0.390625, 5.0)",True,True,True,6738
PHYSIO_0005.nii.gz,PHYSIO,"(512, 512, 35)","(0.47265625, 0.47265625, 5.0)",True,True,True,6845
PHYSIO_0006.nii.gz,PHYSIO,"(512, 512, 33)","(0.43945312, 0.43945312, 5.0)",True,True,True,0
PHYSIO_0007.nii.gz,PHYSIO,"(512, 512, 56)","(0.42382812, 0.42382812, 5.0)",True,True,True,0
PHYSIO_0008.nii.gz,PHYSIO,"(512, 512, 40)","(0.45898438, 0.45898438, 5.0)",True,True,True,0
PHYSIO_0009.nii.gz,PHYSIO,"(512, 512, 43)","(0.44140625, 0.44140625, 5.0)",True,True,True,0
PHYSIO_0010.nii.gz,PHYSIO,"(512, 512, 38)","(0.42578125, 0.42578125, 5.0)",True,True,True,279
PHYSIO_0011.nii.gz,PHYSIO,"(512, 512, 34)","(0.41015625, 0.41015625, 5.0)",True,True,True,17293
PHYSIO_0012.nii.gz,PHYSIO,"(512, 512, 31)","(0.44335938, 0.44335938, 5.0)",True,True,True,669
PHYSIO_0013.nii.gz,PHYSIO,"(512, 512, 32)","(0.390625, 0.390625, 5.0)",True,True,True,13753
PHYSIO_0014.nii.gz,PHYSIO,"(512, 512, 40)","(0.390625, 0.390625, 5.0)",True,True,True,483
PHYSIO_0015.nii.gz,PHYSIO,"(512, 512, 39)","(0.390625, 0.390625, 5.0)",True,True,True,40190
PHYSIO_0016.nii.gz,PHYSIO,"(512, 512, 34)","(0.41992188, 0.41992188, 5.0)",True,True,True,130454
PHYSIO_0017.nii.gz,PHYSIO,"(512, 512, 33)","(0.421875, 0.421875, 5.0)",True,True,True,553
PHYSIO_0018.nii.gz,PHYSIO,"(512, 512, 37)","(0.43164062, 0.43164062, 5.0)",True,True,True,5100
PHYSIO_0019.nii.gz,PHYSIO,"(512, 512, 39)","(0.45507812, 0.45507812, 5.0)",True,True,True,7469
PHYSIO_0020.nii.gz,PHYSIO,"(512, 512, 36)","(0.390625, 0.390625, 5.0)",True,True,True,97076
PHYSIO_0021.nii.gz,PHYSIO,"(512, 512, 51)","(0.41796875, 0.41796875, 5.0)",True,True,True,16710
PHYSIO_0022.nii.gz,PHYSIO,"(512, 512, 35)","(0.41992188, 0.41992188, 5.0)",True,True,True,28032
PHYSIO_0023.nii.gz,PHYSIO,"(512, 512, 36)","(0.41210938, 0.41210938, 5.0)",True,True,True,6737
PHYSIO_0024.nii.gz,PHYSIO,"(512, 512, 40)","(0.390625, 0.390625, 5.0)",True,True,True,171
PHYSIO_0025.nii.gz,PHYSIO,"(512, 512, 33)","(0.4609375, 0.4609375, 5.0)",True,True,True,13510
PHYSIO_0026.nii.gz,PHYSIO,"(512, 512, 56)","(0.45117188, 0.45117188, 5.0)",True,True,True,40228
PHYSIO_0027.nii.gz,PHYSIO,"(512, 512, 34)","(0.41015625, 0.41015625, 5.0)",True,True,True,2015
PHYSIO_0028.nii.gz,PHYSIO,"(512, 512, 37)","(0.44726562, 0.44726562, 5.0)",True,True,True,3675
PHYSIO_0029.nii.gz,PHYSIO,"(512, 512, 52)","(0.44726562, 0.44726562, 5.0)",True,True,True,4037
PHYSIO_0030.nii.gz,PHYSIO,"(512, 512, 34)","(0.31445312, 0.31445312, 5.0)",True,True,True,1508
PHYSIO_0031.nii.gz,PHYSIO,"(512, 512, 37)","(0.4296875, 0.4296875, 5.0)",True,True,True,3209
PHYSIO_0032.nii.gz,PHYSIO,"(512, 512, 32)","(0.390625, 0.390625, 5.0)",True,True,True,19255
PHYSIO_0033.nii.gz,PHYSIO,"(512, 512, 34)","(0.47851562, 0.47851562, 5.0)",True,True,True,6470
PHYSIO_0034.nii.gz,PHYSIO,"(512, 512, 42)","(0.44726562, 0.44726562, 5.0)",True,True,True,7608
PHYSIO_0035.nii.gz,PHYSIO,"(512, 512, 33)","(0.390625, 0.390625, 5.0)",True,True,True,3184
PHYSIO_0036.nii.gz,PHYSIO,"(512, 512, 37)","(0.46875, 0.46875, 5.0)",True,True,True,5963
PHYSIO_0037.nii.gz,PHYSIO,"(512, 512, 37)","(0.44726562, 0.44726562, 5.0)",True,True,True,9008
PHYSIO_0038.nii.gz,PHYSIO,"(512, 512, 38)","(0.41015625, 0.41015625, 5.0)",True,True,True,1328
PHYSIO_0039.nii.gz,PHYSIO,"(512, 512, 47)","(0.44335938, 0.44335938, 5.0)",True,True,True,61575
PHYSIO_0040.nii.gz,PHYSIO,"(512, 512, 37)","(0.390625, 0.390625, 5.0)",True,True,True,0
PHYSIO_0041.nii.gz,PHYSIO,"(512, 512, 37)","(0.40820312, 0.40820312, 5.0)",True,True,True,0
PHYSIO_0042.nii.gz,PHYSIO,"(512, 512, 33)","(0.43359375, 0.43359375, 5.0)",True,True,True,6868
PHYSIO_0043.nii.gz,PHYSIO,"(512, 512, 48)","(0.41796875, 0.41796875, 5.0)",True,True,True,0
PHYSIO_0044.nii.gz,PHYSIO,"(512, 512, 33)","(0.4609375, 0.4609375, 5.0)",True,True,True,0
PHYSIO_0045.nii.gz,PHYSIO,"(512, 512, 34)","(0.42382812, 0.42382812, 5.0)",True,True,True,0
PHYSIO_0046.nii.gz,PHYSIO,"(512, 512, 35)","(0.390625, 0.390625, 5.0)",True,True,True,0
PHYSIO_0047.nii.gz,PHYSIO,"(512, 512, 37)","(0.40820312, 0.40820312, 5.0)",True,True,True,0
PHYSIO_0048.nii.gz,PHYSIO,"(512, 512, 40)","(0.43945312, 0.43945312, 5.0)",True,True,True,0
PHYSIO_0049.nii.gz,PHYSIO,"(512, 512, 31)","(0.45507812, 0.45507812, 5.0)",True,True,True,0
PHYSIO_0050.nii.gz,PHYSIO,"(512, 512, 34)","(0.44726562, 0.44726562, 5.0)",True,True,True,0
PHYSIO_0051.nii.gz,PHYSIO,"(512, 512, 36)","(0.421875, 0.421875, 5.0)",True,True,True,0
PHYSIO_0052.nii.gz,PHYSIO,"(512, 512, 37)","(0.41015625, 0.41015625, 5.0)",True,True,True,0
PHYSIO_0053.nii.gz,PHYSIO,"(512, 512, 58)","(0.44140625, 0.44140625, 5.0)",True,True,True,0
PHYSIO_0054.nii.gz,PHYSIO,"(512, 512, 33)","(0.41601562, 0.41601562, 5.0)",True,True,True,0
PHYSIO_0055.nii.gz,PHYSIO,"(512, 512, 33)","(0.453125, 0.453125, 5.0)",True,True,True,0
PHYSIO_0056.nii.gz,PHYSIO,"(512, 512, 39)","(0.4375, 0.4375, 5.0)",True,True,True,0
PHYSIO_0057.nii.gz,PHYSIO,"(512, 512, 38)","(0.37890625, 0.37890625, 5.0)",True,True,True,0
PHYSIO_0058.nii.gz,PHYSIO,"(512, 512, 33)","(0.41796875, 0.41796875, 5.0)",True,True,True,0
PHYSIO_0059.nii.gz,PHYSIO,"(512, 512, 32)","(0.42578125, 0.42578125, 5.0)",True,True,True,0
PHYSIO_0060.nii.gz,PHYSIO,"(512, 512, 38)","(0.42578125, 0.42578125, 5.0)",True,True,True,0
PHYSIO_0061.nii.gz,PHYSIO,"(512, 512, 36)","(0.45507812, 0.45507812, 5.0)",True,True,True,0
PHYSIO_0062.nii.gz,PHYSIO,"(512, 512, 33)","(0.43945312, 0.43945312, 5.0)",True,True,True,0
PHYSIO_0063.nii.gz,PHYSIO,"(512, 512, 35)","(0.41796875, 0.41796875, 5.0)",True,True,True,0
PHYSIO_0064.nii.gz,PHYSIO,"(512, 512, 36)","(0.48828125, 0.48828125, 5.0)",True,True,True,0
PHYSIO_0065.nii.gz,PHYSIO,"(512, 512, 35)","(0.3984375, 0.3984375, 5.0)",True,True,True,0
PHYSIO_0066.nii.gz,PHYSIO,"(512, 512, 35)","(0.41015625, 0.41015625, 5.0)",True,True,True,0
PHYSIO_0067.nii.gz,PHYSIO,"(512, 512, 32)","(0.39453125, 0.39453125, 5.0)",True,True,True,0
PHYSIO_0068.nii.gz,PHYSIO,"(512, 512, 43)","(0.42773438, 0.42773438, 5.0)",True,True,True,0
PHYSIO_0069.nii.gz,PHYSIO,"(512, 512, 37)","(0.42773438, 0.42773438, 5.0)",True,True,True,0
PHYSIO_0070.nii.gz,PHYSIO,"(512, 512, 43)","(0.44921875, 0.44921875, 5.0)",True,True,True,0
PHYSIO_0071.nii.gz,PHYSIO,"(512, 512, 34)","(0.390625, 0.390625, 5.0)",True,True,True,0
PHYSIO_0072.nii.gz,PHYSIO,"(512, 512, 36)","(0.390625, 0.390625, 5.0)",True,True,True,0
PHYSIO_0073.nii.gz,PHYSIO,"(512, 512, 35)","(0.41796875, 0.41796875, 5.0)",True,True,True,0
PHYSIO_0074.nii.gz,PHYSIO,"(512, 512, 35)","(0.37109375, 0.37109375, 5.0)",True,True,True,0
PHYSIO_0075.nii.gz,PHYSIO,"(512, 512, 36)","(0.44140625, 0.44140625, 5.0)",True,True,True,0
